,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,zone
5,Andaman and Nicobar Islands,NICOBARS,2000,Whole Year,Coconut,18168.0,65100000.0,Union Territory
14,Andaman and Nicobar Islands,NICOBARS,2001,Whole Year,Coconut,18190.0,64430000.0,Union Territory
23,Andaman and Nicobar Islands,NICOBARS,2002,Whole Year,Coconut,18240.0,67490000.0,Union Territory
32,Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,Coconut,18284.74,68580000.0,Union Territory
41,Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Coconut,18394.7,52380000.0,Union Territory
50,Andaman and Nicobar Islands,NICOBARS,2005,Whole Year,Coconut,13876.57,52030000.0,Union Territory
57,Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Coconut,14358.0,59370000.0,Union Territory
77,Andaman and Nicobar Islands,NICOBARS,2010,Whole Year,Coconut,14560.0,71300000.0,Union Territory
84,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Coconut,6992.0,23900000.0,Union Territory
94,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,Coconut,7015.0,25250000.0,Union Territory
103,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Coconut,3575.0,15400000.0,Union Territory
127,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,Coconut,3668.0,12700000.0,Union Territory
134,Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Coconut,7060.0,26830000.0,Union Territory
144,Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Coconut,7110.0,26660000.0,Union Territory
154,Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Coconut,7156.7,34750000.0,Union Territory
164,Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Coconut,7050.45,26430000.0,Union Territory
177,Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Coconut,3483.09,14190000.0,Union Territory
201,Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year,Coconut,3540.0,11000000.0,Union Territory
329,Andhra Pradesh,ANANTAPUR,2000,Whole Year,Coconut,908.0,3896970.0,South India
375,Andhra Pradesh,ANANTAPUR,2001,Whole Year,Coconut,851.0,3053700.0,South India
422,Andhra Pradesh,ANANTAPUR,2002,Whole Year,Coconut,869.0,3691149.0,South India
479,Andhra Pradesh,ANANTAPUR,2003,Whole Year,Coconut,839.0,3285828.0,South India
528,Andhra Pradesh,ANANTAPUR,2004,Whole Year,Coconut,837.0,6413350.0,South India
569,Andhra Pradesh,ANANTAPUR,2005,Whole Year,Coconut,836.0,3358992.0,South India
609,Andhra Pradesh,ANANTAPUR,2006,Whole Year,Coconut,790.0,6404076.0,South India
665,Andhra Pradesh,ANANTAPUR,2008,Whole Year,Coconut,786.0,7141464.0,South India
705,Andhra Pradesh,ANANTAPUR,2009,Whole Year,Coconut,725.0,4247685.0,South India
790,Andhra Pradesh,ANANTAPUR,2011,Whole Year,Coconut,895.0,7165320.0,South India
855,Andhra Pradesh,ANANTAPUR,2012,Whole Year,Coconut,646.0,5571000.0,South India
920,Andhra Pradesh,ANANTAPUR,2013,Whole Year,Coconut,552.0,3969000.0,South India
989,Andhra Pradesh,ANANTAPUR,2014,Whole Year,Coconut,687.0,5756000.0,South India
1110,Andhra Pradesh,CHITTOOR,2000,Whole Year,Coconut,4011.0,17215660.0,South India
1156,Andhra Pradesh,CHITTOOR,2001,Whole Year,Coconut,4133.0,14827800.0,South India
1206,Andhra Pradesh,CHITTOOR,2002,Whole Year,Coconut,4296.0,17209269.0,South India
1266,Andhra Pradesh,CHITTOOR,2003,Whole Year,Coconut,4294.0,16827552.0,South India
1320,Andhra Pradesh,CHITTOOR,2004,Whole Year,Coconut,4165.0,31934060.0,South India
1361,Andhra Pradesh,CHITTOOR,2005,Whole Year,Coconut,3914.0,15729168.0,South India
1404,Andhra Pradesh,CHITTOOR,2006,Whole Year,Coconut,4307.0,34924554.0,South India
1464,Andhra Pradesh,CHITTOOR,2008,Whole Year,Coconut,3915.0,35594856.0,South India
1505,Andhra Pradesh,CHITTOOR,2009,Whole Year,Coconut,3893.0,22798170.0,South India
1590,Andhra Pradesh,CHITTOOR,2011,Whole Year,Coconut,3663.0,29376960.0,South India
1656,Andhra Pradesh,CHITTOOR,2012,Whole Year,Coconut,3351.0,28899000.0,South India
1718,Andhra Pradesh,CHITTOOR,2013,Whole Year,Coconut,2760.0,19847000.0,South India
1778,Andhra Pradesh,CHITTOOR,2014,Whole Year,Coconut,3465.0,29033000.0,South India
1907,Andhra Pradesh,EAST GODAVARI,2000,Whole Year,Coconut,48237.0,588584535.0,South India
1953,Andhra Pradesh,EAST GODAVARI,2001,Whole Year,Coconut,48515.0,629772990.0,South India
2001,Andhra Pradesh,EAST GODAVARI,2002,Whole Year,Coconut,49479.0,685943720.0,South India
2057,Andhra Pradesh,EAST GODAVARI,2003,Whole Year,Coconut,48854.0,683171460.0,South India
2106,Andhra Pradesh,EAST GODAVARI,2004,Whole Year,Coconut,49381.0,674125653.0,South India
2149,Andhra Pradesh,EAST GODAVARI,2005,Whole Year,Coconut,49692.0,369060890.0,South India
2193,Andhra Pradesh,EAST GODAVARI,2006,Whole Year,Coconut,49592.0,613037376.0,South India
2256,Andhra Pradesh,EAST GODAVARI,2008,Whole Year,Coconut,50214.0,492936570.0,South India
2298,Andhra Pradesh,EAST GODAVARI,2009,Whole Year,Coconut,50247.0,527381820.0,South India
2378,Andhra Pradesh,EAST GODAVARI,2011,Whole Year,Coconut,50741.0,719961050.0,South India
2432,Andhra Pradesh,EAST GODAVARI,2012,Whole Year,Coconut,49516.0,729965000.0,South India
2488,Andhra Pradesh,EAST GODAVARI,2013,Whole Year,Coconut,49114.0,720895000.0,South India
2543,Andhra Pradesh,EAST GODAVARI,2014,Whole Year,Coconut,46865.0,780162000.0,South India
2657,Andhra Pradesh,GUNTUR,2000,Whole Year,Coconut,519.0,5555550.0,South India
2694,Andhra Pradesh,GUNTUR,2001,Whole Year,Coconut,491.0,5426352.0,South India
2740,Andhra Pradesh,GUNTUR,2002,Whole Year,Coconut,399.0,4488408.0,South India
2796,Andhra Pradesh,GUNTUR,2003,Whole Year,Coconut,380.0,4497480.0,South India
2844,Andhra Pradesh,GUNTUR,2004,Whole Year,Coconut,215.0,2528312.0,South India
2879,Andhra Pradesh,GUNTUR,2005,Whole Year,Coconut,222.0,1941072.0,South India
2912,Andhra Pradesh,GUNTUR,2006,Whole Year,Coconut,213.0,2747097.0,South India
2964,Andhra Pradesh,GUNTUR,2008,Whole Year,Coconut,157.0,1435126.0,South India
2999,Andhra Pradesh,GUNTUR,2009,Whole Year,Coconut,136.0,1539810.0,South India
3073,Andhra Pradesh,GUNTUR,2011,Whole Year,Coconut,125.0,1757728.0,South India
3127,Andhra Pradesh,GUNTUR,2012,Whole Year,Coconut,118.0,2016000.0,South India
3179,Andhra Pradesh,GUNTUR,2013,Whole Year,Coconut,111.0,1840000.0,South India
3230,Andhra Pradesh,GUNTUR,2014,Whole Year,Coconut,112.0,2428000.0,South India
3362,Andhra Pradesh,KADAPA,2000,Whole Year,Coconut,146.0,625240.0,South India
3410,Andhra Pradesh,KADAPA,2001,Whole Year,Coconut,148.0,530400.0,South India
3458,Andhra Pradesh,KADAPA,2002,Whole Year,Coconut,155.0,658350.0,South India
3512,Andhra Pradesh,KADAPA,2003,Whole Year,Coconut,104.0,406980.0,South India
3563,Andhra Pradesh,KADAPA,2004,Whole Year,Coconut,95.0,725372.0,South India
3605,Andhra Pradesh,KADAPA,2005,Whole Year,Coconut,96.0,384384.0,South India
3647,Andhra Pradesh,KADAPA,2006,Whole Year,Coconut,92.0,744660.0,South India
3709,Andhra Pradesh,KADAPA,2008,Whole Year,Coconut,126.0,1143384.0,South India
3753,Andhra Pradesh,KADAPA,2009,Whole Year,Coconut,127.0,745965.0,South India
3847,Andhra Pradesh,KADAPA,2011,Whole Year,Coconut,132.0,1056480.0,South India
3920,Andhra Pradesh,KADAPA,2012,Whole Year,Coconut,114.0,983000.0,South India
3986,Andhra Pradesh,KADAPA,2013,Whole Year,Coconut,90.0,647000.0,South India
4054,Andhra Pradesh,KADAPA,2014,Whole Year,Coconut,121.0,1014000.0,South India
4157,Andhra Pradesh,KRISHNA,2000,Whole Year,Coconut,1520.0,16273950.0,South India
4194,Andhra Pradesh,KRISHNA,2001,Whole Year,Coconut,1789.0,19782864.0,South India
4238,Andhra Pradesh,KRISHNA,2002,Whole Year,Coconut,1889.0,21255984.0,South India
4293,Andhra Pradesh,KRISHNA,2003,Whole Year,Coconut,1726.0,20407920.0,South India
4338,Andhra Pradesh,KRISHNA,2004,Whole Year,Coconut,1693.0,19892568.0,South India
4372,Andhra Pradesh,KRISHNA,2005,Whole Year,Coconut,1627.0,14192976.0,South India
4404,Andhra Pradesh,KRISHNA,2006,Whole Year,Coconut,1648.0,21220329.0,South India
4454,Andhra Pradesh,KRISHNA,2008,Whole Year,Coconut,2129.0,19439434.0,South India
4486,Andhra Pradesh,KRISHNA,2009,Whole Year,Coconut,2090.0,23599014.0,South India
4553,Andhra Pradesh,KRISHNA,2011,Whole Year,Coconut,1965.0,27512912.0,South India
4601,Andhra Pradesh,KRISHNA,2012,Whole Year,Coconut,2008.0,34309000.0,South India
4646,Andhra Pradesh,KRISHNA,2013,Whole Year,Coconut,2053.0,34029000.0,South India
4690,Andhra Pradesh,KRISHNA,2014,Whole Year,Coconut,1829.0,39653000.0,South India
4827,Andhra Pradesh,KURNOOL,2000,Whole Year,Coconut,99.0,425810.0,South India
4875,Andhra Pradesh,KURNOOL,2001,Whole Year,Coconut,110.0,374400.0,South India
4925,Andhra Pradesh,KURNOOL,2002,Whole Year,Coconut,100.0,425733.0,South India
4986,Andhra Pradesh,KURNOOL,2003,Whole Year,Coconut,86.0,342720.0,South India
5039,Andhra Pradesh,KURNOOL,2004,Whole Year,Coconut,64.0,486530.0,South India
5084,Andhra Pradesh,KURNOOL,2005,Whole Year,Coconut,60.0,227136.0,South India
5128,Andhra Pradesh,KURNOOL,2006,Whole Year,Coconut,52.0,421974.0,South India
5196,Andhra Pradesh,KURNOOL,2008,Whole Year,Coconut,71.0,646668.0,South India
5237,Andhra Pradesh,KURNOOL,2009,Whole Year,Coconut,49.0,289755.0,South India
5324,Andhra Pradesh,KURNOOL,2011,Whole Year,Coconut,15.0,119280.0,South India
5390,Andhra Pradesh,KURNOOL,2012,Whole Year,Coconut,16.0,138000.0,South India
5453,Andhra Pradesh,KURNOOL,2013,Whole Year,Coconut,8.0,58000.0,South India
5518,Andhra Pradesh,KURNOOL,2014,Whole Year,Coconut,8.0,67000.0,South India
5657,Andhra Pradesh,PRAKASAM,2000,Whole Year,Coconut,209.0,2240700.0,South India
5704,Andhra Pradesh,PRAKASAM,2001,Whole Year,Coconut,202.0,2195568.0,South India
5755,Andhra Pradesh,PRAKASAM,2002,Whole Year,Coconut,202.0,2267460.0,South India
5816,Andhra Pradesh,PRAKASAM,2003,Whole Year,Coconut,200.0,2369640.0,South India
5867,Andhra Pradesh,PRAKASAM,2004,Whole Year,Coconut,202.0,2373274.0,South India
5907,Andhra Pradesh,PRAKASAM,2005,Whole Year,Coconut,123.0,1077384.0,South India
5951,Andhra Pradesh,PRAKASAM,2006,Whole Year,Coconut,100.0,1287287.0,South India
6017,Andhra Pradesh,PRAKASAM,2008,Whole Year,Coconut,63.0,577778.0,South India
6057,Andhra Pradesh,PRAKASAM,2009,Whole Year,Coconut,61.0,684360.0,South India
6137,Andhra Pradesh,PRAKASAM,2011,Whole Year,Coconut,47.0,655424.0,South India
6201,Andhra Pradesh,PRAKASAM,2012,Whole Year,Coconut,39.0,666000.0,South India
6263,Andhra Pradesh,PRAKASAM,2013,Whole Year,Coconut,39.0,646000.0,South India
6326,Andhra Pradesh,PRAKASAM,2014,Whole Year,Coconut,37.0,802000.0,South India
6442,Andhra Pradesh,SPSR NELLORE,2000,Whole Year,Coconut,422.0,4516050.0,South India
6479,Andhra Pradesh,SPSR NELLORE,2001,Whole Year,Coconut,590.0,6518448.0,South India
6526,Andhra Pradesh,SPSR NELLORE,2002,Whole Year,Coconut,599.0,6744240.0,South India
6579,Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Coconut,487.0,5754840.0,South India
6626,Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Coconut,536.0,6296928.0,South India
6660,Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Coconut,511.0,4460904.0,South India
6696,Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Coconut,511.0,6582416.0,South India
6751,Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Coconut,800.0,7306096.0,South India
6785,Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Coconut,800.0,9033552.0,South India
6856,Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Coconut,769.0,10769808.0,South India
6906,Andhra Pradesh,SPSR NELLORE,2012,Whole Year,Coconut,735.0,12558000.0,South India
6959,Andhra Pradesh,SPSR NELLORE,2013,Whole Year,Coconut,543.0,9000000.0,South India
7008,Andhra Pradesh,SPSR NELLORE,2014,Whole Year,Coconut,491.0,10645000.0,South India
7121,Andhra Pradesh,SRIKAKULAM,2000,Whole Year,Coconut,13576.0,99117270.0,South India
7161,Andhra Pradesh,SRIKAKULAM,2001,Whole Year,Coconut,13645.0,131830848.0,South India
7206,Andhra Pradesh,SRIKAKULAM,2002,Whole Year,Coconut,13682.0,112823694.0,South India
7257,Andhra Pradesh,SRIKAKULAM,2003,Whole Year,Coconut,13709.0,136160080.0,South India
7301,Andhra Pradesh,SRIKAKULAM,2004,Whole Year,Coconut,13744.0,99616798.0,South India
7339,Andhra Pradesh,SRIKAKULAM,2005,Whole Year,Coconut,13749.0,108020616.0,South India
7377,Andhra Pradesh,SRIKAKULAM,2006,Whole Year,Coconut,14228.0,124788642.0,South India
7436,Andhra Pradesh,SRIKAKULAM,2008,Whole Year,Coconut,14615.0,110893120.0,South India
7473,Andhra Pradesh,SRIKAKULAM,2009,Whole Year,Coconut,14619.0,142645888.0,South India
7548,Andhra Pradesh,SRIKAKULAM,2011,Whole Year,Coconut,14636.0,169696800.0,South India
7603,Andhra Pradesh,SRIKAKULAM,2012,Whole Year,Coconut,14421.0,306951000.0,South India
7651,Andhra Pradesh,SRIKAKULAM,2013,Whole Year,Coconut,13812.0,249859000.0,South India
7697,Andhra Pradesh,SRIKAKULAM,2014,Whole Year,Coconut,13811.0,328149000.0,South India
7829,Andhra Pradesh,VISAKHAPATANAM,2000,Whole Year,Coconut,7229.0,60016968.0,South India
7874,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year,Coconut,7232.0,56150010.0,South India
7924,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year,Coconut,7230.0,30987756.0,South India
7985,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year,Coconut,7045.0,45965248.0,South India
8037,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year,Coconut,6928.0,56971676.0,South India
8079,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year,Coconut,6979.0,62196030.0,South India
8122,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year,Coconut,6924.0,80139794.0,South India
8191,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year,Coconut,7528.0,81264760.0,South India
8236,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year,Coconut,7377.0,82932234.0,South India
8327,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year,Coconut,7054.0,72295470.0,South India
8390,Andhra Pradesh,VISAKHAPATANAM,2012,Whole Year,Coconut,6116.0,99838000.0,South India
8449,Andhra Pradesh,VISAKHAPATANAM,2013,Whole Year,Coconut,5999.0,76721000.0,South India
8509,Andhra Pradesh,VISAKHAPATANAM,2014,Whole Year,Coconut,7416.0,160779000.0,South India
8631,Andhra Pradesh,VIZIANAGARAM,2000,Whole Year,Coconut,2962.0,31704750.0,South India
8669,Andhra Pradesh,VIZIANAGARAM,2001,Whole Year,Coconut,3102.0,34298640.0,South India
8714,Andhra Pradesh,VIZIANAGARAM,2002,Whole Year,Coconut,3169.0,35663076.0,South India
8770,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year,Coconut,3153.0,37285560.0,South India
8818,Andhra Pradesh,VIZIANAGARAM,2004,Whole Year,Coconut,3084.0,36243114.0,South India
8857,Andhra Pradesh,VIZIANAGARAM,2005,Whole Year,Coconut,3048.0,26596248.0,South India
8897,Andhra Pradesh,VIZIANAGARAM,2006,Whole Year,Coconut,3048.0,39242347.0,South India
8961,Andhra Pradesh,VIZIANAGARAM,2008,Whole Year,Coconut,2992.0,27323308.0,South India
9004,Andhra Pradesh,VIZIANAGARAM,2009,Whole Year,Coconut,3154.0,35609532.0,South India
9086,Andhra Pradesh,VIZIANAGARAM,2011,Whole Year,Coconut,2689.0,37657088.0,South India
9143,Andhra Pradesh,VIZIANAGARAM,2012,Whole Year,Coconut,2549.0,43552000.0,South India
9195,Andhra Pradesh,VIZIANAGARAM,2013,Whole Year,Coconut,2630.0,43592000.0,South India
9250,Andhra Pradesh,VIZIANAGARAM,2014,Whole Year,Coconut,2534.0,14190000.0,South India
9345,Andhra Pradesh,WEST GODAVARI,2000,Whole Year,Coconut,21657.0,250628448.0,South India
9381,Andhra Pradesh,WEST GODAVARI,2001,Whole Year,Coconut,22287.0,208041750.0,South India
9418,Andhra Pradesh,WEST GODAVARI,2002,Whole Year,Coconut,22093.0,224101800.0,South India
9466,Andhra Pradesh,WEST GODAVARI,2003,Whole Year,Coconut,21985.0,226058352.0,South India
9505,Andhra Pradesh,WEST GODAVARI,2004,Whole Year,Coconut,21868.0,249596424.0,South India
9536,Andhra Pradesh,WEST GODAVARI,2005,Whole Year,Coconut,22564.0,276183360.0,South India
9569,Andhra Pradesh,WEST GODAVARI,2006,Whole Year,Coconut,22664.0,383806080.0,South India
9612,Andhra Pradesh,WEST GODAVARI,2008,Whole Year,Coconut,22435.0,177186204.0,South India
9645,Andhra Pradesh,WEST GODAVARI,2009,Whole Year,Coconut,20504.0,289443441.0,South India
9706,Andhra Pradesh,WEST GODAVARI,2011,Whole Year,Coconut,20551.0,343423125.0,South India
9748,Andhra Pradesh,WEST GODAVARI,2012,Whole Year,Coconut,20196.0,405213000.0,South India
9790,Andhra Pradesh,WEST GODAVARI,2013,Whole Year,Coconut,21355.0,448904000.0,South India
9829,Andhra Pradesh,WEST GODAVARI,2014,Whole Year,Coconut,21729.0,718991000.0,South India
12429,Assam,BAKSA,2006,Whole Year,Coconut,1456.0,11113000.0,EastIndia
12462,Assam,BAKSA,2007,Whole Year,Coconut,1288.0,10001000.0,EastIndia
12496,Assam,BAKSA,2008,Whole Year,Coconut,1323.0,12408000.0,EastIndia
12530,Assam,BAKSA,2009,Whole Year,Coconut,1050.0,9634000.0,EastIndia
12564,Assam,BAKSA,2010,Whole Year,Coconut,1050.0,9634000.0,EastIndia
12607,Assam,BAKSA,2011,Whole Year,Coconut,1100.0,5183.0,EastIndia
12645,Assam,BAKSA,2012,Whole Year,Coconut,550.0,3394.0,EastIndia
12684,Assam,BAKSA,2013,Whole Year,Coconut,1150.0,7984.0,EastIndia
12744,Assam,BARPETA,1997,Whole Year,Coconut,1122.0,8093.0,EastIndia
12772,Assam,BARPETA,1998,Whole Year,Coconut,1122.0,8065000.0,EastIndia
12800,Assam,BARPETA,1999,Whole Year,Coconut,1125.0,7929000.0,EastIndia
12828,Assam,BARPETA,2000,Whole Year,Coconut,1125.0,8627000.0,EastIndia
12860,Assam,BARPETA,2001,Whole Year,Coconut,1130.0,8218000.0,EastIndia
12892,Assam,BARPETA,2002,Whole Year,Coconut,957.0,4997000.0,EastIndia
12927,Assam,BARPETA,2003,Whole Year,Coconut,951.0,6010000.0,EastIndia
12959,Assam,BARPETA,2004,Whole Year,Coconut,982.0,4264000.0,EastIndia
13021,Assam,BARPETA,2006,Whole Year,Coconut,609.0,4350000.0,EastIndia
13054,Assam,BARPETA,2007,Whole Year,Coconut,1554.0,12058000.0,EastIndia
13088,Assam,BARPETA,2008,Whole Year,Coconut,1154.0,10949000.0,EastIndia
13122,Assam,BARPETA,2009,Whole Year,Coconut,1924.0,16993000.0,EastIndia
13156,Assam,BARPETA,2010,Whole Year,Coconut,1924.0,16993000.0,EastIndia
13199,Assam,BARPETA,2011,Whole Year,Coconut,1941.0,31488.0,EastIndia
13237,Assam,BARPETA,2012,Whole Year,Coconut,1945.0,8409.0,EastIndia
13276,Assam,BARPETA,2013,Whole Year,Coconut,1930.0,24996.0,EastIndia
13335,Assam,BONGAIGAON,1997,Whole Year,Coconut,468.0,1156.0,EastIndia
13363,Assam,BONGAIGAON,1998,Whole Year,Coconut,482.0,1820000.0,EastIndia
13391,Assam,BONGAIGAON,1999,Whole Year,Coconut,530.0,3200000.0,EastIndia
13419,Assam,BONGAIGAON,2000,Whole Year,Coconut,598.0,3429000.0,EastIndia
13451,Assam,BONGAIGAON,2001,Whole Year,Coconut,633.0,5006000.0,EastIndia
13483,Assam,BONGAIGAON,2002,Whole Year,Coconut,661.0,5534000.0,EastIndia
13518,Assam,BONGAIGAON,2003,Whole Year,Coconut,718.0,5925000.0,EastIndia
13550,Assam,BONGAIGAON,2004,Whole Year,Coconut,694.0,4783000.0,EastIndia
13611,Assam,BONGAIGAON,2006,Whole Year,Coconut,534.0,3715000.0,EastIndia
13644,Assam,BONGAIGAON,2007,Whole Year,Coconut,544.0,3566000.0,EastIndia
13678,Assam,BONGAIGAON,2008,Whole Year,Coconut,554.0,3874000.0,EastIndia
13712,Assam,BONGAIGAON,2009,Whole Year,Coconut,554.0,3715000.0,EastIndia
13746,Assam,BONGAIGAON,2010,Whole Year,Coconut,554.0,3715000.0,EastIndia
13788,Assam,BONGAIGAON,2011,Whole Year,Coconut,615.0,5002.0,EastIndia
13825,Assam,BONGAIGAON,2012,Whole Year,Coconut,618.0,4394.0,EastIndia
13863,Assam,BONGAIGAON,2013,Whole Year,Coconut,630.0,6440.0,EastIndia
13921,Assam,CACHAR,1997,Whole Year,Coconut,1400.0,2386.0,EastIndia
13949,Assam,CACHAR,1998,Whole Year,Coconut,1410.0,6666000.0,EastIndia
13976,Assam,CACHAR,1999,Whole Year,Coconut,1425.0,2887000.0,EastIndia
14003,Assam,CACHAR,2000,Whole Year,Coconut,1430.0,2948000.0,EastIndia
14034,Assam,CACHAR,2001,Whole Year,Coconut,1431.0,2553000.0,EastIndia
14065,Assam,CACHAR,2002,Whole Year,Coconut,1450.0,1785000.0,EastIndia
14099,Assam,CACHAR,2003,Whole Year,Coconut,1400.0,2168000.0,EastIndia
14130,Assam,CACHAR,2004,Whole Year,Coconut,1325.0,2272000.0,EastIndia
14190,Assam,CACHAR,2006,Whole Year,Coconut,1404.0,2847000.0,EastIndia
14222,Assam,CACHAR,2007,Whole Year,Coconut,999.0,980000.0,EastIndia
14255,Assam,CACHAR,2008,Whole Year,Coconut,1049.0,3155000.0,EastIndia
14288,Assam,CACHAR,2009,Whole Year,Coconut,1054.0,9711000.0,EastIndia
14321,Assam,CACHAR,2010,Whole Year,Coconut,1054.0,9711000.0,EastIndia
14363,Assam,CACHAR,2011,Whole Year,Coconut,1005.0,2746.0,EastIndia
14400,Assam,CACHAR,2012,Whole Year,Coconut,1058.0,2202.0,EastIndia
14438,Assam,CACHAR,2013,Whole Year,Coconut,1123.0,1230.0,EastIndia
14533,Assam,CHIRANG,2006,Whole Year,Coconut,303.0,2313000.0,EastIndia
14566,Assam,CHIRANG,2007,Whole Year,Coconut,341.0,2648000.0,EastIndia
14600,Assam,CHIRANG,2008,Whole Year,Coconut,359.0,3367000.0,EastIndia
14634,Assam,CHIRANG,2009,Whole Year,Coconut,323.0,2964000.0,EastIndia
14667,Assam,CHIRANG,2010,Whole Year,Coconut,323.0,2964000.0,EastIndia
14710,Assam,CHIRANG,2011,Whole Year,Coconut,451.0,3748.0,EastIndia
14748,Assam,CHIRANG,2012,Whole Year,Coconut,478.0,2949.0,EastIndia
14787,Assam,CHIRANG,2013,Whole Year,Coconut,583.0,4048.0,EastIndia
14845,Assam,DARRANG,1997,Whole Year,Coconut,864.0,8766.0,EastIndia
14873,Assam,DARRANG,1998,Whole Year,Coconut,865.0,4899000.0,EastIndia
14901,Assam,DARRANG,1999,Whole Year,Coconut,955.0,6293000.0,EastIndia
14929,Assam,DARRANG,2000,Whole Year,Coconut,981.0,5192000.0,EastIndia
14961,Assam,DARRANG,2001,Whole Year,Coconut,1050.0,8639000.0,EastIndia
14993,Assam,DARRANG,2002,Whole Year,Coconut,1048.0,2832000.0,EastIndia
15028,Assam,DARRANG,2003,Whole Year,Coconut,1070.0,7711000.0,EastIndia
15060,Assam,DARRANG,2004,Whole Year,Coconut,1082.0,8778000.0,EastIndia
15122,Assam,DARRANG,2006,Whole Year,Coconut,178.0,420000.0,EastIndia
15153,Assam,DARRANG,2007,Whole Year,Coconut,274.0,2086000.0,EastIndia
15186,Assam,DARRANG,2008,Whole Year,Coconut,410.0,2299000.0,EastIndia
15218,Assam,DARRANG,2009,Whole Year,Coconut,605.0,4304000.0,EastIndia
15251,Assam,DARRANG,2010,Whole Year,Coconut,605.0,4304000.0,EastIndia
15291,Assam,DARRANG,2011,Whole Year,Coconut,599.0,4389.0,EastIndia
15328,Assam,DARRANG,2012,Whole Year,Coconut,606.0,5060.0,EastIndia
15366,Assam,DARRANG,2013,Whole Year,Coconut,610.0,4403.0,EastIndia
15424,Assam,DHEMAJI,1997,Whole Year,Coconut,114.0,267.0,EastIndia
15452,Assam,DHEMAJI,1998,Whole Year,Coconut,113.0,580000.0,EastIndia
15480,Assam,DHEMAJI,1999,Whole Year,Coconut,113.0,143000.0,EastIndia
15508,Assam,DHEMAJI,2000,Whole Year,Coconut,114.0,688000.0,EastIndia
15540,Assam,DHEMAJI,2001,Whole Year,Coconut,116.0,523000.0,EastIndia
15572,Assam,DHEMAJI,2002,Whole Year,Coconut,118.0,588000.0,EastIndia
15607,Assam,DHEMAJI,2003,Whole Year,Coconut,118.0,517000.0,EastIndia
15638,Assam,DHEMAJI,2004,Whole Year,Coconut,98.0,348000.0,EastIndia
15700,Assam,DHEMAJI,2006,Whole Year,Coconut,114.0,242000.0,EastIndia
15733,Assam,DHEMAJI,2007,Whole Year,Coconut,117.0,247000.0,EastIndia
15767,Assam,DHEMAJI,2008,Whole Year,Coconut,109.0,366000.0,EastIndia
15801,Assam,DHEMAJI,2009,Whole Year,Coconut,112.0,1204000.0,EastIndia
15835,Assam,DHEMAJI,2010,Whole Year,Coconut,112.0,1204000.0,EastIndia
15878,Assam,DHEMAJI,2011,Whole Year,Coconut,103.0,531.0,EastIndia
15916,Assam,DHEMAJI,2012,Whole Year,Coconut,102.0,444.0,EastIndia
15955,Assam,DHEMAJI,2013,Whole Year,Coconut,104.0,144.0,EastIndia
16014,Assam,DHUBRI,1997,Whole Year,Coconut,675.0,1325.0,EastIndia
16042,Assam,DHUBRI,1998,Whole Year,Coconut,688.0,4457000.0,EastIndia
16070,Assam,DHUBRI,1999,Whole Year,Coconut,708.0,2702000.0,EastIndia
16098,Assam,DHUBRI,2000,Whole Year,Coconut,601.0,2453000.0,EastIndia
16130,Assam,DHUBRI,2001,Whole Year,Coconut,635.0,986000.0,EastIndia
16162,Assam,DHUBRI,2002,Whole Year,Coconut,538.0,2096000.0,EastIndia
16197,Assam,DHUBRI,2003,Whole Year,Coconut,590.0,2826000.0,EastIndia
16229,Assam,DHUBRI,2004,Whole Year,Coconut,650.0,5957000.0,EastIndia
