,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,zone
90950,Karnataka,KODAGU,2010,Whole Year,Coconut,1544.0,14760.0,South India
90973,Karnataka,KODAGU,2011,Whole Year,Coconut,1617.0,16076.0,South India
90995,Karnataka,KODAGU,2012,Whole Year,Coconut,1602.0,15773.0,South India
91015,Karnataka,KODAGU,2013,Whole Year,Coconut,1605.0,12734.0,South India
91036,Karnataka,KODAGU,2014,Whole Year,Coconut,1586.0,14153.0,South India
91104,Karnataka,KOLAR,1998,Whole Year,Coconut,2101.0,10030.0,South India
91134,Karnataka,KOLAR,1999,Whole Year,Coconut,2101.0,10030.0,South India
91166,Karnataka,KOLAR,2000,Whole Year,Coconut,2101.0,10030.0,South India
91196,Karnataka,KOLAR,2001,Whole Year,Coconut,2101.0,7523.0,South India
91234,Karnataka,KOLAR,2002,Whole Year,Coconut,2101.0,7523.0,South India
91273,Karnataka,KOLAR,2003,Whole Year,Coconut,2101.0,7523.0,South India
91311,Karnataka,KOLAR,2004,Whole Year,Coconut,2101.0,75993.17,South India
91357,Karnataka,KOLAR,2005,Whole Year,Coconut,2101.0,7523.0,South India
91387,Karnataka,KOLAR,2006,Whole Year,Coconut,2101.0,7523.0,South India
91423,Karnataka,KOLAR,2007,Whole Year,Coconut,1471.0,7490.0,South India
91456,Karnataka,KOLAR,2008,Whole Year,Coconut,1471.0,10078.0,South India
91490,Karnataka,KOLAR,2009,Whole Year,Coconut,1471.0,10459.0,South India
91529,Karnataka,KOLAR,2010,Whole Year,Coconut,2805.0,26814.0,South India
91569,Karnataka,KOLAR,2011,Whole Year,Coconut,2805.0,27886.0,South India
91604,Karnataka,KOLAR,2012,Whole Year,Coconut,2805.0,27617.0,South India
91637,Karnataka,KOLAR,2013,Whole Year,Coconut,2805.0,22254.0,South India
91668,Karnataka,KOLAR,2014,Whole Year,Coconut,2566.0,22899.0,South India
91699,Karnataka,KOPPAL,1998,Whole Year,Coconut,254.0,1211.0,South India
91735,Karnataka,KOPPAL,1999,Whole Year,Coconut,623.0,2971.0,South India
91773,Karnataka,KOPPAL,2000,Whole Year,Coconut,672.0,3205.0,South India
91808,Karnataka,KOPPAL,2001,Whole Year,Coconut,1098.0,5236.0,South India
91850,Karnataka,KOPPAL,2002,Whole Year,Coconut,492.0,2346.0,South India
91897,Karnataka,KOPPAL,2003,Whole Year,Coconut,204.0,973.0,South India
91939,Karnataka,KOPPAL,2004,Whole Year,Coconut,344.0,16570.48,South India
91981,Karnataka,KOPPAL,2005,Whole Year,Coconut,980.0,4673.0,South India
92019,Karnataka,KOPPAL,2006,Whole Year,Coconut,628.0,2995.0,South India
92060,Karnataka,KOPPAL,2007,Whole Year,Coconut,585.0,2979.0,South India
92100,Karnataka,KOPPAL,2008,Whole Year,Coconut,595.0,4076.0,South India
92141,Karnataka,KOPPAL,2009,Whole Year,Coconut,618.0,4394.0,South India
92184,Karnataka,KOPPAL,2010,Whole Year,Coconut,629.0,6013.0,South India
92226,Karnataka,KOPPAL,2011,Whole Year,Coconut,652.0,6482.0,South India
92265,Karnataka,KOPPAL,2012,Whole Year,Coconut,652.0,6419.0,South India
92305,Karnataka,KOPPAL,2013,Whole Year,Coconut,696.0,5522.0,South India
92345,Karnataka,KOPPAL,2014,Whole Year,Coconut,812.0,7246.0,South India
92404,Karnataka,MANDYA,1998,Whole Year,Coconut,16761.0,80063.0,South India
92438,Karnataka,MANDYA,1999,Whole Year,Coconut,16956.0,80995.0,South India
92477,Karnataka,MANDYA,2000,Whole Year,Coconut,17047.0,81429.0,South India
92512,Karnataka,MANDYA,2001,Whole Year,Coconut,17047.0,61076.0,South India
92562,Karnataka,MANDYA,2002,Whole Year,Coconut,17882.0,64068.0,South India
92613,Karnataka,MANDYA,2003,Whole Year,Coconut,17985.0,64437.0,South India
92661,Karnataka,MANDYA,2004,Whole Year,Coconut,18165.0,657391.35,South India
92714,Karnataka,MANDYA,2005,Whole Year,Coconut,19112.0,68475.0,South India
92751,Karnataka,MANDYA,2006,Whole Year,Coconut,18297.0,65555.0,South India
92798,Karnataka,MANDYA,2007,Whole Year,Coconut,17905.0,113446.0,South India
92840,Karnataka,MANDYA,2008,Whole Year,Coconut,22940.0,145348.0,South India
92882,Karnataka,MANDYA,2009,Whole Year,Coconut,25410.0,255056.0,South India
92930,Karnataka,MANDYA,2010,Whole Year,Coconut,26335.0,328112.0,South India
92976,Karnataka,MANDYA,2011,Whole Year,Coconut,26727.0,345458.0,South India
93020,Karnataka,MANDYA,2012,Whole Year,Coconut,21418.0,276837.0,South India
93071,Karnataka,MANDYA,2013,Whole Year,Coconut,20872.0,149354.0,South India
93121,Karnataka,MANDYA,2014,Whole Year,Coconut,27573.0,273682.0,South India
93197,Karnataka,MYSORE,1998,Whole Year,Coconut,11821.0,42095.0,South India
93238,Karnataka,MYSORE,1999,Whole Year,Coconut,11281.0,40172.0,South India
93283,Karnataka,MYSORE,2000,Whole Year,Coconut,12512.0,44556.0,South India
93323,Karnataka,MYSORE,2001,Whole Year,Coconut,18765.0,50122.0,South India
93372,Karnataka,MYSORE,2002,Whole Year,Coconut,19801.0,52889.0,South India
93422,Karnataka,MYSORE,2003,Whole Year,Coconut,18005.0,48092.0,South India
93470,Karnataka,MYSORE,2004,Whole Year,Coconut,19404.0,523519.92,South India
93520,Karnataka,MYSORE,2005,Whole Year,Coconut,13158.0,35145.0,South India
93562,Karnataka,MYSORE,2006,Whole Year,Coconut,18462.0,49312.0,South India
93611,Karnataka,MYSORE,2007,Whole Year,Coconut,22122.0,112636.0,South India
93657,Karnataka,MYSORE,2008,Whole Year,Coconut,21977.0,193857.0,South India
93703,Karnataka,MYSORE,2009,Whole Year,Coconut,22070.0,130899.0,South India
93755,Karnataka,MYSORE,2010,Whole Year,Coconut,26195.0,324630.0,South India
93803,Karnataka,MYSORE,2011,Whole Year,Coconut,26280.0,238760.0,South India
93850,Karnataka,MYSORE,2012,Whole Year,Coconut,21605.0,196286.0,South India
93902,Karnataka,MYSORE,2013,Whole Year,Coconut,22417.0,177853.0,South India
93950,Karnataka,MYSORE,2014,Whole Year,Coconut,22352.0,197674.0,South India
94010,Karnataka,RAICHUR,1998,Whole Year,Coconut,90.0,429.0,South India
94043,Karnataka,RAICHUR,1999,Whole Year,Coconut,178.0,849.0,South India
94079,Karnataka,RAICHUR,2000,Whole Year,Coconut,111.0,529.0,South India
94114,Karnataka,RAICHUR,2001,Whole Year,Coconut,208.0,992.0,South India
94156,Karnataka,RAICHUR,2002,Whole Year,Coconut,523.0,2494.0,South India
94205,Karnataka,RAICHUR,2003,Whole Year,Coconut,496.0,2365.0,South India
94250,Karnataka,RAICHUR,2004,Whole Year,Coconut,441.0,21242.97,South India
94293,Karnataka,RAICHUR,2005,Whole Year,Coconut,138.0,658.0,South India
94335,Karnataka,RAICHUR,2006,Whole Year,Coconut,158.0,753.0,South India
94379,Karnataka,RAICHUR,2007,Whole Year,Coconut,429.0,2184.0,South India
94420,Karnataka,RAICHUR,2008,Whole Year,Coconut,229.0,1569.0,South India
94461,Karnataka,RAICHUR,2009,Whole Year,Coconut,175.0,1244.0,South India
94506,Karnataka,RAICHUR,2010,Whole Year,Coconut,30.0,287.0,South India
94547,Karnataka,RAICHUR,2011,Whole Year,Coconut,27.0,268.0,South India
94583,Karnataka,RAICHUR,2012,Whole Year,Coconut,36.0,354.0,South India
94617,Karnataka,RAICHUR,2013,Whole Year,Coconut,63.0,500.0,South India
94648,Karnataka,RAICHUR,2014,Whole Year,Coconut,80.0,714.0,South India
94680,Karnataka,RAMANAGARA,2007,Whole Year,Coconut,13825.0,70391.0,South India
94715,Karnataka,RAMANAGARA,2008,Whole Year,Coconut,13861.0,92242.0,South India
94751,Karnataka,RAMANAGARA,2009,Whole Year,Coconut,14328.0,101875.0,South India
94791,Karnataka,RAMANAGARA,2010,Whole Year,Coconut,14982.0,143220.0,South India
94830,Karnataka,RAMANAGARA,2011,Whole Year,Coconut,14532.0,168554.0,South India
94870,Karnataka,RAMANAGARA,2012,Whole Year,Coconut,14014.0,162546.0,South India
94911,Karnataka,RAMANAGARA,2013,Whole Year,Coconut,13637.0,108194.0,South India
94953,Karnataka,RAMANAGARA,2014,Whole Year,Coconut,15056.0,167850.0,South India
95022,Karnataka,SHIMOGA,1998,Whole Year,Coconut,6638.0,23434.0,South India
95064,Karnataka,SHIMOGA,1999,Whole Year,Coconut,6759.0,23862.0,South India
95113,Karnataka,SHIMOGA,2000,Whole Year,Coconut,6938.0,24493.0,South India
95156,Karnataka,SHIMOGA,2001,Whole Year,Coconut,6925.0,18339.0,South India
95207,Karnataka,SHIMOGA,2002,Whole Year,Coconut,6820.0,18061.0,South India
95258,Karnataka,SHIMOGA,2003,Whole Year,Coconut,6700.0,17743.0,South India
95308,Karnataka,SHIMOGA,2004,Whole Year,Coconut,6613.0,176897.75,South India
95357,Karnataka,SHIMOGA,2005,Whole Year,Coconut,6843.0,18122.0,South India
95399,Karnataka,SHIMOGA,2006,Whole Year,Coconut,6864.0,18178.0,South India
95446,Karnataka,SHIMOGA,2007,Whole Year,Coconut,6875.0,33167.0,South India
95493,Karnataka,SHIMOGA,2008,Whole Year,Coconut,6655.0,55567.0,South India
95539,Karnataka,SHIMOGA,2009,Whole Year,Coconut,6339.0,45071.0,South India
95589,Karnataka,SHIMOGA,2010,Whole Year,Coconut,6351.0,60712.0,South India
95640,Karnataka,SHIMOGA,2011,Whole Year,Coconut,5954.0,59286.0,South India
95689,Karnataka,SHIMOGA,2012,Whole Year,Coconut,5736.0,57116.0,South India
95738,Karnataka,SHIMOGA,2013,Whole Year,Coconut,5419.0,42994.0,South India
95780,Karnataka,SHIMOGA,2014,Whole Year,Coconut,5403.0,48216.0,South India
95854,Karnataka,TUMKUR,1998,Whole Year,Coconut,83818.0,551484.0,South India
95897,Karnataka,TUMKUR,1999,Whole Year,Coconut,88293.0,580927.0,South India
95945,Karnataka,TUMKUR,2000,Whole Year,Coconut,100810.0,663283.0,South India
95995,Karnataka,TUMKUR,2001,Whole Year,Coconut,110993.0,547767.0,South India
96045,Karnataka,TUMKUR,2002,Whole Year,Coconut,111248.0,549026.0,South India
96100,Karnataka,TUMKUR,2003,Whole Year,Coconut,109443.0,540118.0,South India
96156,Karnataka,TUMKUR,2004,Whole Year,Coconut,110937.0,5530209.45,South India
96215,Karnataka,TUMKUR,2005,Whole Year,Coconut,122690.0,605494.0,South India
96262,Karnataka,TUMKUR,2006,Whole Year,Coconut,125511.0,619416.0,South India
96318,Karnataka,TUMKUR,2007,Whole Year,Coconut,124110.0,683765.0,South India
96372,Karnataka,TUMKUR,2008,Whole Year,Coconut,132587.0,994566.0,South India
96428,Karnataka,TUMKUR,2009,Whole Year,Coconut,138660.0,985898.0,South India
96488,Karnataka,TUMKUR,2010,Whole Year,Coconut,142248.0,1347700.0,South India
96547,Karnataka,TUMKUR,2011,Whole Year,Coconut,143110.0,1351758.0,South India
96603,Karnataka,TUMKUR,2012,Whole Year,Coconut,147539.0,1393593.0,South India
96660,Karnataka,TUMKUR,2013,Whole Year,Coconut,145910.0,1139718.0,South India
96714,Karnataka,TUMKUR,2014,Whole Year,Coconut,149419.0,1283692.0,South India
96736,Karnataka,UDUPI,1998,Whole Year,Coconut,13003.0,55508.0,South India
96756,Karnataka,UDUPI,2000,Whole Year,Coconut,13736.0,58637.0,South India
96775,Karnataka,UDUPI,2001,Whole Year,Coconut,14003.0,59777.0,South India
96797,Karnataka,UDUPI,2002,Whole Year,Coconut,14179.0,60528.0,South India
96823,Karnataka,UDUPI,2003,Whole Year,Coconut,14319.0,61126.0,South India
96850,Karnataka,UDUPI,2004,Whole Year,Coconut,14464.0,623687.68,South India
96877,Karnataka,UDUPI,2005,Whole Year,Coconut,14876.0,63504.0,South India
96900,Karnataka,UDUPI,2006,Whole Year,Coconut,14976.0,63931.0,South India
96925,Karnataka,UDUPI,2007,Whole Year,Coconut,15009.0,73730.0,South India
96949,Karnataka,UDUPI,2008,Whole Year,Coconut,15114.0,118416.0,South India
96973,Karnataka,UDUPI,2009,Whole Year,Coconut,16224.0,130132.0,South India
96997,Karnataka,UDUPI,2010,Whole Year,Coconut,17095.0,154889.0,South India
97021,Karnataka,UDUPI,2011,Whole Year,Coconut,17512.0,171739.0,South India
97044,Karnataka,UDUPI,2012,Whole Year,Coconut,17587.0,172475.0,South India
97068,Karnataka,UDUPI,2013,Whole Year,Coconut,17771.0,177939.0,South India
97092,Karnataka,UDUPI,2014,Whole Year,Coconut,17825.0,313547.0,South India
97152,Karnataka,UTTAR KANNAD,1998,Whole Year,Coconut,5624.0,26748.0,South India
97189,Karnataka,UTTAR KANNAD,1999,Whole Year,Coconut,5805.0,27608.0,South India
97229,Karnataka,UTTAR KANNAD,2000,Whole Year,Coconut,5907.0,28093.0,South India
97261,Karnataka,UTTAR KANNAD,2001,Whole Year,Coconut,6069.0,28864.0,South India
97305,Karnataka,UTTAR KANNAD,2002,Whole Year,Coconut,6162.0,29306.0,South India
97349,Karnataka,UTTAR KANNAD,2003,Whole Year,Coconut,6224.0,29601.0,South India
97392,Karnataka,UTTAR KANNAD,2004,Whole Year,Coconut,6276.0,301499.04,South India
97430,Karnataka,UTTAR KANNAD,2005,Whole Year,Coconut,7197.0,34229.0,South India
97466,Karnataka,UTTAR KANNAD,2006,Whole Year,Coconut,7479.0,35570.0,South India
97507,Karnataka,UTTAR KANNAD,2007,Whole Year,Coconut,7415.0,38738.0,South India
97546,Karnataka,UTTAR KANNAD,2008,Whole Year,Coconut,7514.0,54795.0,South India
97583,Karnataka,UTTAR KANNAD,2009,Whole Year,Coconut,7581.0,53902.0,South India
97622,Karnataka,UTTAR KANNAD,2010,Whole Year,Coconut,7690.0,65107.0,South India
97659,Karnataka,UTTAR KANNAD,2011,Whole Year,Coconut,7713.0,59392.0,South India
97696,Karnataka,UTTAR KANNAD,2012,Whole Year,Coconut,7752.0,59692.0,South India
97733,Karnataka,UTTAR KANNAD,2013,Whole Year,Coconut,7768.0,61630.0,South India
97769,Karnataka,UTTAR KANNAD,2014,Whole Year,Coconut,7784.0,69463.0,South India
97815,Karnataka,YADGIR,2010,Whole Year,Coconut,218.0,2084.0,South India
97864,Karnataka,YADGIR,2011,Whole Year,Coconut,218.0,2167.0,South India
97905,Karnataka,YADGIR,2012,Whole Year,Coconut,214.0,2107.0,South India
97945,Karnataka,YADGIR,2013,Whole Year,Coconut,197.0,1563.0,South India
97984,Karnataka,YADGIR,2014,Whole Year,Coconut,168.0,1499.0,South India
97990,Kerala,ALAPPUZHA,1997,Whole Year,Coconut,77893.0,399000.0,South India
97999,Kerala,ALAPPUZHA,1998,Whole Year,Coconut,58621.0,288000000.0,South India
98013,Kerala,ALAPPUZHA,1999,Whole Year,Coconut,61270.0,333000000.0,South India
98027,Kerala,ALAPPUZHA,2000,Whole Year,Coconut,59775.0,288000000.0,South India
98041,Kerala,ALAPPUZHA,2001,Whole Year,Coconut,57047.0,280000000.0,South India
98060,Kerala,ALAPPUZHA,2002,Whole Year,Coconut,55407.0,267000000.0,South India
98088,Kerala,ALAPPUZHA,2003,Whole Year,Coconut,55982.0,312000000.0,South India
98110,Kerala,ALAPPUZHA,2004,Whole Year,Coconut,56325.0,328000000.0,South India
98124,Kerala,ALAPPUZHA,2005,Whole Year,Coconut,56154.0,357000000.0,South India
98138,Kerala,ALAPPUZHA,2006,Whole Year,Coconut,48726.0,360000000.0,South India
98153,Kerala,ALAPPUZHA,2007,Whole Year,Coconut,43976.0,301000000.0,South India
98167,Kerala,ALAPPUZHA,2008,Whole Year,Coconut,38859.0,275000000.0,South India
98181,Kerala,ALAPPUZHA,2009,Whole Year,Coconut,39816.0,257000000.0,South India
98195,Kerala,ALAPPUZHA,2010,Whole Year,Coconut,39343.71,263500000.0,South India
98208,Kerala,ALAPPUZHA,2011,Whole Year,Coconut,38555.94,219318000.0,South India
98221,Kerala,ALAPPUZHA,2012,Whole Year,Coconut,36986.0,233000000.0,South India
98244,Kerala,ALAPPUZHA,2013,Whole Year,Coconut,36880.0,217000000.0,South India
98262,Kerala,ALAPPUZHA,2014,Whole Year,Coconut,35161.0,218000000.0,South India
98280,Kerala,ERNAKULAM,1997,Whole Year,Coconut,61016.0,382000.0,South India
98289,Kerala,ERNAKULAM,1998,Whole Year,Coconut,61719.0,345000000.0,South India
98304,Kerala,ERNAKULAM,1999,Whole Year,Coconut,68110.0,406000000.0,South India
98318,Kerala,ERNAKULAM,2000,Whole Year,Coconut,67402.0,358000000.0,South India
98332,Kerala,ERNAKULAM,2001,Whole Year,Coconut,62684.0,343000000.0,South India
98351,Kerala,ERNAKULAM,2002,Whole Year,Coconut,61034.0,309000000.0,South India
98379,Kerala,ERNAKULAM,2003,Whole Year,Coconut,57964.0,311000000.0,South India
98402,Kerala,ERNAKULAM,2004,Whole Year,Coconut,58735.0,313000000.0,South India
98416,Kerala,ERNAKULAM,2005,Whole Year,Coconut,58553.0,369000000.0,South India
98430,Kerala,ERNAKULAM,2006,Whole Year,Coconut,54710.0,376000000.0,South India
98443,Kerala,ERNAKULAM,2007,Whole Year,Coconut,49412.0,292000000.0,South India
98457,Kerala,ERNAKULAM,2008,Whole Year,Coconut,46240.0,249000000.0,South India
98471,Kerala,ERNAKULAM,2009,Whole Year,Coconut,44475.0,235000000.0,South India
98485,Kerala,ERNAKULAM,2010,Whole Year,Coconut,42893.79,221125000.0,South India
98498,Kerala,ERNAKULAM,2011,Whole Year,Coconut,46376.43,240698000.0,South India
98511,Kerala,ERNAKULAM,2012,Whole Year,Coconut,43751.0,209000000.0,South India
98534,Kerala,ERNAKULAM,2013,Whole Year,Coconut,44582.0,227000000.0,South India
98552,Kerala,ERNAKULAM,2014,Whole Year,Coconut,43680.0,212000000.0,South India
98566,Kerala,IDUKKI,1997,Whole Year,Coconut,31303.0,148000.0,South India
98578,Kerala,IDUKKI,1998,Whole Year,Coconut,21444.0,87000000.0,South India
98595,Kerala,IDUKKI,1999,Whole Year,Coconut,23696.0,92000000.0,South India
98612,Kerala,IDUKKI,2000,Whole Year,Coconut,23811.0,91000000.0,South India
98629,Kerala,IDUKKI,2001,Whole Year,Coconut,25603.0,96000000.0,South India
98654,Kerala,IDUKKI,2002,Whole Year,Coconut,25810.0,104000000.0,South India
98687,Kerala,IDUKKI,2003,Whole Year,Coconut,24383.0,92000000.0,South India
98714,Kerala,IDUKKI,2004,Whole Year,Coconut,24274.0,87000000.0,South India
98730,Kerala,IDUKKI,2005,Whole Year,Coconut,24343.0,90000000.0,South India
98749,Kerala,IDUKKI,2006,Whole Year,Coconut,23668.0,99000000.0,South India
98768,Kerala,IDUKKI,2007,Whole Year,Coconut,19925.0,72000000.0,South India
98787,Kerala,IDUKKI,2008,Whole Year,Coconut,17776.0,79000000.0,South India
98805,Kerala,IDUKKI,2009,Whole Year,Coconut,17189.0,90000000.0,South India
98819,Kerala,IDUKKI,2010,Whole Year,Coconut,17011.58,79789000.0,South India
98832,Kerala,IDUKKI,2011,Whole Year,Coconut,17158.12,94937000.0,South India
98847,Kerala,IDUKKI,2012,Whole Year,Coconut,17265.0,94000000.0,South India
98872,Kerala,IDUKKI,2013,Whole Year,Coconut,16518.0,90000000.0,South India
98894,Kerala,IDUKKI,2014,Whole Year,Coconut,16655.0,75000000.0,South India
98912,Kerala,KANNUR,1997,Whole Year,Coconut,137554.0,1009000.0,South India
98922,Kerala,KANNUR,1998,Whole Year,Coconut,95118.0,529000000.0,South India
98937,Kerala,KANNUR,1999,Whole Year,Coconut,95257.0,515000000.0,South India
98953,Kerala,KANNUR,2000,Whole Year,Coconut,96975.0,621000000.0,South India
98968,Kerala,KANNUR,2001,Whole Year,Coconut,95712.0,604000000.0,South India
98987,Kerala,KANNUR,2002,Whole Year,Coconut,94217.0,559000000.0,South India
99015,Kerala,KANNUR,2003,Whole Year,Coconut,95278.0,597000000.0,South India
99038,Kerala,KANNUR,2004,Whole Year,Coconut,94518.0,642000000.0,South India
99054,Kerala,KANNUR,2005,Whole Year,Coconut,93934.0,692000000.0,South India
99068,Kerala,KANNUR,2006,Whole Year,Coconut,91393.0,640000000.0,South India
99083,Kerala,KANNUR,2007,Whole Year,Coconut,82223.0,554000000.0,South India
99097,Kerala,KANNUR,2008,Whole Year,Coconut,77705.0,500000000.0,South India
99111,Kerala,KANNUR,2009,Whole Year,Coconut,78024.0,479000000.0,South India
99124,Kerala,KANNUR,2010,Whole Year,Coconut,76916.76,528790000.0,South India
99137,Kerala,KANNUR,2011,Whole Year,Coconut,90350.48,644511000.0,South India
99153,Kerala,KANNUR,2012,Whole Year,Coconut,86818.0,567000000.0,South India
99177,Kerala,KANNUR,2013,Whole Year,Coconut,85063.0,574000000.0,South India
99197,Kerala,KANNUR,2014,Whole Year,Coconut,85807.0,533000000.0,South India
99212,Kerala,KASARAGOD,1997,Whole Year,Coconut,41011.0,227000.0,South India
99221,Kerala,KASARAGOD,1998,Whole Year,Coconut,48596.0,337000000.0,South India
99238,Kerala,KASARAGOD,1999,Whole Year,Coconut,56183.0,364000000.0,South India
99255,Kerala,KASARAGOD,2000,Whole Year,Coconut,59073.0,469000000.0,South India
99271,Kerala,KASARAGOD,2001,Whole Year,Coconut,57285.0,438000000.0,South India
99290,Kerala,KASARAGOD,2002,Whole Year,Coconut,56236.0,409000000.0,South India
99320,Kerala,KASARAGOD,2003,Whole Year,Coconut,57811.0,419000000.0,South India
99344,Kerala,KASARAGOD,2004,Whole Year,Coconut,57906.0,471000000.0,South India
99361,Kerala,KASARAGOD,2005,Whole Year,Coconut,58088.0,426000000.0,South India
99378,Kerala,KASARAGOD,2006,Whole Year,Coconut,58236.0,395000000.0,South India
99395,Kerala,KASARAGOD,2007,Whole Year,Coconut,57057.0,445000000.0,South India
99413,Kerala,KASARAGOD,2008,Whole Year,Coconut,52266.0,439000000.0,South India
99430,Kerala,KASARAGOD,2009,Whole Year,Coconut,54224.0,416000000.0,South India
99444,Kerala,KASARAGOD,2010,Whole Year,Coconut,56173.75,418372000.0,South India
99457,Kerala,KASARAGOD,2011,Whole Year,Coconut,59655.93,508038000.0,South India
99474,Kerala,KASARAGOD,2012,Whole Year,Coconut,58836.0,469000000.0,South India
99500,Kerala,KASARAGOD,2013,Whole Year,Coconut,61836.0,602000000.0,South India
99523,Kerala,KASARAGOD,2014,Whole Year,Coconut,63791.0,705000000.0,South India
99538,Kerala,KOLLAM,1997,Whole Year,Coconut,87179.0,404000.0,South India
99546,Kerala,KOLLAM,1998,Whole Year,Coconut,75614.0,350000000.0,South India
99559,Kerala,KOLLAM,1999,Whole Year,Coconut,79906.0,399000000.0,South India
99573,Kerala,KOLLAM,2000,Whole Year,Coconut,79709.0,387000000.0,South India
99588,Kerala,KOLLAM,2001,Whole Year,Coconut,74956.0,425000000.0,South India
99610,Kerala,KOLLAM,2002,Whole Year,Coconut,71310.0,411000000.0,South India
99640,Kerala,KOLLAM,2003,Whole Year,Coconut,67531.0,439000000.0,South India
99662,Kerala,KOLLAM,2004,Whole Year,Coconut,66153.0,444000000.0,South India
99677,Kerala,KOLLAM,2005,Whole Year,Coconut,66134.0,504000000.0,South India
99692,Kerala,KOLLAM,2006,Whole Year,Coconut,65392.0,512000000.0,South India
99707,Kerala,KOLLAM,2007,Whole Year,Coconut,58575.0,378000000.0,South India
99722,Kerala,KOLLAM,2008,Whole Year,Coconut,58397.0,443000000.0,South India
99736,Kerala,KOLLAM,2009,Whole Year,Coconut,56675.0,412000000.0,South India
99750,Kerala,KOLLAM,2010,Whole Year,Coconut,56059.5,377754000.0,South India
99763,Kerala,KOLLAM,2011,Whole Year,Coconut,55303.75,426635000.0,South India
99777,Kerala,KOLLAM,2012,Whole Year,Coconut,55120.0,372000000.0,South India
99800,Kerala,KOLLAM,2013,Whole Year,Coconut,61309.0,473000000.0,South India
99820,Kerala,KOLLAM,2014,Whole Year,Coconut,52360.0,387000000.0,South India
99834,Kerala,KOTTAYAM,1997,Whole Year,Coconut,47710.0,172000.0,South India
99844,Kerala,KOTTAYAM,1998,Whole Year,Coconut,42571.0,171000000.0,South India
99860,Kerala,KOTTAYAM,1999,Whole Year,Coconut,43272.0,201000000.0,South India
99875,Kerala,KOTTAYAM,2000,Whole Year,Coconut,41604.0,197000000.0,South India
99889,Kerala,KOTTAYAM,2001,Whole Year,Coconut,39429.0,180000000.0,South India
99910,Kerala,KOTTAYAM,2002,Whole Year,Coconut,41424.0,213000000.0,South India
99940,Kerala,KOTTAYAM,2003,Whole Year,Coconut,39286.0,217000000.0,South India
99963,Kerala,KOTTAYAM,2004,Whole Year,Coconut,40532.0,187000000.0,South India
99978,Kerala,KOTTAYAM,2005,Whole Year,Coconut,39943.0,217000000.0,South India
99992,Kerala,KOTTAYAM,2006,Whole Year,Coconut,36204.0,202000000.0,South India
100006,Kerala,KOTTAYAM,2007,Whole Year,Coconut,35226.0,205000000.0,South India
100020,Kerala,KOTTAYAM,2008,Whole Year,Coconut,34881.0,194000000.0,South India
100034,Kerala,KOTTAYAM,2009,Whole Year,Coconut,28185.0,141000000.0,South India
100047,Kerala,KOTTAYAM,2010,Whole Year,Coconut,28410.34,148421000.0,South India
100060,Kerala,KOTTAYAM,2011,Whole Year,Coconut,28208.84,149436000.0,South India
100074,Kerala,KOTTAYAM,2012,Whole Year,Coconut,27500.0,131000000.0,South India
100096,Kerala,KOTTAYAM,2013,Whole Year,Coconut,27019.0,126000000.0,South India
100114,Kerala,KOTTAYAM,2014,Whole Year,Coconut,26529.0,140000000.0,South India
100126,Kerala,KOZHIKODE,1997,Whole Year,Coconut,134858.0,1012000.0,South India
100135,Kerala,KOZHIKODE,1998,Whole Year,Coconut,129506.0,999000000.0,South India
100149,Kerala,KOZHIKODE,1999,Whole Year,Coconut,131061.0,1059000000.0,South India
100162,Kerala,KOZHIKODE,2000,Whole Year,Coconut,128739.0,903000000.0,South India
100178,Kerala,KOZHIKODE,2001,Whole Year,Coconut,130100.0,895000000.0,South India
100197,Kerala,KOZHIKODE,2002,Whole Year,Coconut,127402.0,888000000.0,South India
100223,Kerala,KOZHIKODE,2003,Whole Year,Coconut,129365.0,898000000.0,South India
100245,Kerala,KOZHIKODE,2004,Whole Year,Coconut,129865.0,854000000.0,South India
100258,Kerala,KOZHIKODE,2005,Whole Year,Coconut,129500.0,845000000.0,South India
100271,Kerala,KOZHIKODE,2006,Whole Year,Coconut,129401.0,824000000.0,South India
100284,Kerala,KOZHIKODE,2007,Whole Year,Coconut,122929.0,851000000.0,South India
100297,Kerala,KOZHIKODE,2008,Whole Year,Coconut,120704.0,941000000.0,South India
100310,Kerala,KOZHIKODE,2009,Whole Year,Coconut,119166.0,868000000.0,South India
100323,Kerala,KOZHIKODE,2010,Whole Year,Coconut,121688.42,769685000.0,South India
100336,Kerala,KOZHIKODE,2011,Whole Year,Coconut,127699.25,852009000.0,South India
100350,Kerala,KOZHIKODE,2012,Whole Year,Coconut,124819.0,882000000.0,South India
100373,Kerala,KOZHIKODE,2013,Whole Year,Coconut,123115.0,948000000.0,South India
100391,Kerala,KOZHIKODE,2014,Whole Year,Coconut,123066.0,1001000000.0,South India
100404,Kerala,MALAPPURAM,1997,Whole Year,Coconut,123798.0,683000.0,South India
100414,Kerala,MALAPPURAM,1998,Whole Year,Coconut,99276.0,600000000.0,South India
100429,Kerala,MALAPPURAM,1999,Whole Year,Coconut,107142.0,717000000.0,South India
100445,Kerala,MALAPPURAM,2000,Whole Year,Coconut,110378.0,626000000.0,South India
100462,Kerala,MALAPPURAM,2001,Whole Year,Coconut,104171.0,599000000.0,South India
100483,Kerala,MALAPPURAM,2002,Whole Year,Coconut,107254.0,787000000.0,South India
100513,Kerala,MALAPPURAM,2003,Whole Year,Coconut,109582.0,858000000.0,South India
